Data As Of,Start Date,End Date,Group,Year,Month,State,Condition Group,Condition,ICD10_codes,Age Group,COVID-19 Deaths,Number of Mentions,Flag
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,Alzheimer disease,Alzheimer disease,G30,25-34,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,Alzheimer disease,Alzheimer disease,G30,35-44,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,Alzheimer disease,Alzheimer disease,G30,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,Alzheimer disease,Alzheimer disease,G30,55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,Alzheimer disease,Alzheimer disease,G30,65-74,11.0,11.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,Alzheimer disease,Alzheimer disease,G30,75-84,51.0,51.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,Alzheimer disease,Alzheimer disease,G30,85+,122.0,123.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,Alzheimer disease,Alzheimer disease,G30,Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,Alzheimer disease,Alzheimer disease,G30,All Ages,186.0,187.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",0-24,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",25-34,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",35-44,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",45-54,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",65-74,36.0,36.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",75-84,151.0,151.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",85+,272.0,272.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,Vascular and unspecified dementia,Vascular and unspecified dementia,"F01, F03",All Ages,466.0,466.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,Renal failure,Renal failure,N17-N19,0-24,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,Renal failure,Renal failure,N17-N19,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,Renal failure,Renal failure,N17-N19,35-44,11.0,11.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,Renal failure,Renal failure,N17-N19,45-54,31.0,32.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,Renal failure,Renal failure,N17-N19,55-64,66.0,67.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,Renal failure,Renal failure,N17-N19,65-74,105.0,106.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,Renal failure,Renal failure,N17-N19,75-84,130.0,138.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,Renal failure,Renal failure,N17-N19,85+,91.0,95.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,Renal failure,Renal failure,N17-N19,Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,Renal failure,Renal failure,N17-N19,All Ages,437.0,452.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",55-64,16.0,30.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",65-74,22.0,35.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",75-84,22.0,36.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",85+,15.0,29.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,"Intentional and unintentional injury, poisoning, and other adverse events","Intentional and unintentional injury, poisoning, and other adverse events","S00-T98, V01-X59, X60-X84, X85-Y09, Y10-Y36, Y40-Y89, U01-U03",All Ages,81.0,142.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",0-24,13.0,33.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",25-34,13.0,25.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",35-44,20.0,23.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",45-54,74.0,119.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",55-64,183.0,292.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",65-74,330.0,498.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",75-84,445.0,653.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",85+,421.0,573.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,All other conditions and causes (residual),All other conditions and causes (residual),"A00-A39, A42-B99, D00-E07, E15-E64, E70-E90, F00, F02, F04-G26, G31-H95, K00-K93, L00-M99, N00-N16, N20-N98, O00-O99, P00-P96, Q00-Q99, R00-R08, R09.0, R09.1, R09.3, R09.8, R10-R99",All Ages,1499.0,2216.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,COVID-19,COVID-19,U071,0-24,14.0,14.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,COVID-19,COVID-19,U071,25-34,24.0,24.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,COVID-19,COVID-19,U071,35-44,52.0,52.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,COVID-19,COVID-19,U071,45-54,171.0,171.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,COVID-19,COVID-19,U071,55-64,419.0,419.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,COVID-19,COVID-19,U071,65-74,722.0,722.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,COVID-19,COVID-19,U071,75-84,986.0,986.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,COVID-19,COVID-19,U071,85+,989.0,989.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,COVID-19,COVID-19,U071,Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,Delaware,COVID-19,COVID-19,U071,All Ages,3377.0,3377.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Influenza and pneumonia,J09-J18,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Influenza and pneumonia,J09-J18,25-34,23.0,23.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Influenza and pneumonia,J09-J18,35-44,58.0,58.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Influenza and pneumonia,J09-J18,45-54,149.0,152.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Influenza and pneumonia,J09-J18,55-64,314.0,316.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Influenza and pneumonia,J09-J18,65-74,405.0,408.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Influenza and pneumonia,J09-J18,75-84,306.0,311.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Influenza and pneumonia,J09-J18,85+,287.0,289.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Influenza and pneumonia,J09-J18,Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Influenza and pneumonia,J09-J18,All Ages,1549.0,1565.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,0-24,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,45-54,24.0,25.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,55-64,55.0,58.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,65-74,85.0,88.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,75-84,54.0,57.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,85+,29.0,30.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Chronic lower respiratory diseases,J40-J47,All Ages,257.0,268.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Adult respiratory distress syndrome,J80,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Adult respiratory distress syndrome,J80,25-34,13.0,13.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Adult respiratory distress syndrome,J80,35-44,32.0,32.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Adult respiratory distress syndrome,J80,45-54,93.0,93.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Adult respiratory distress syndrome,J80,55-64,203.0,203.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Adult respiratory distress syndrome,J80,65-74,288.0,288.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Adult respiratory distress syndrome,J80,75-84,229.0,229.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Adult respiratory distress syndrome,J80,85+,212.0,212.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Adult respiratory distress syndrome,J80,Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Adult respiratory distress syndrome,J80,All Ages,1074.0,1074.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Respiratory failure,J96,0-24,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Respiratory failure,J96,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Respiratory failure,J96,35-44,,10.0,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Respiratory failure,J96,45-54,17.0,17.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Respiratory failure,J96,55-64,47.0,50.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Respiratory failure,J96,65-74,58.0,65.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Respiratory failure,J96,75-84,56.0,60.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Respiratory failure,J96,85+,40.0,41.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Respiratory failure,J96,Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Respiratory failure,J96,All Ages,234.0,251.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Respiratory arrest,R09.2,0-24,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Respiratory arrest,R09.2,25-34,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Respiratory arrest,R09.2,35-44,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Respiratory arrest,R09.2,45-54,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Respiratory arrest,R09.2,55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Respiratory arrest,R09.2,65-74,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Respiratory arrest,R09.2,75-84,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Respiratory arrest,R09.2,85+,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Respiratory arrest,R09.2,Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Respiratory arrest,R09.2,All Ages,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",0-24,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",55-64,12.0,12.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",65-74,22.0,22.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",75-84,16.0,16.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",85+,15.0,15.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Respiratory diseases,Other diseases of the respiratory system,"J00-J06, J20-J39, J60-J70, J81-J86, J90-J95, J97-J99, U04",All Ages,71.0,71.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Hypertensive diseases,I10-I15,0-24,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Hypertensive diseases,I10-I15,25-34,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Hypertensive diseases,I10-I15,35-44,22.0,22.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Hypertensive diseases,I10-I15,45-54,83.0,84.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Hypertensive diseases,I10-I15,55-64,228.0,228.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Hypertensive diseases,I10-I15,65-74,322.0,324.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Hypertensive diseases,I10-I15,75-84,263.0,265.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Hypertensive diseases,I10-I15,85+,240.0,240.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Hypertensive diseases,I10-I15,Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Hypertensive diseases,I10-I15,All Ages,1165.0,1170.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Ischemic heart disease,I20-I25,0-24,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Ischemic heart disease,I20-I25,25-34,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Ischemic heart disease,I20-I25,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Ischemic heart disease,I20-I25,45-54,11.0,14.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Ischemic heart disease,I20-I25,55-64,44.0,46.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Ischemic heart disease,I20-I25,65-74,87.0,95.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Ischemic heart disease,I20-I25,75-84,68.0,75.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Ischemic heart disease,I20-I25,85+,42.0,44.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Ischemic heart disease,I20-I25,Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Ischemic heart disease,I20-I25,All Ages,256.0,278.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Cardiac arrest,I46,0-24,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Cardiac arrest,I46,25-34,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Cardiac arrest,I46,35-44,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Cardiac arrest,I46,45-54,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Cardiac arrest,I46,55-64,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Cardiac arrest,I46,65-74,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Cardiac arrest,I46,75-84,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Cardiac arrest,I46,85+,,,One or more data cells have counts between 1-9 and have been suppressed in accordance with NCHS confidentiality standards.
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Cardiac arrest,I46,Not stated,0.0,0.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Cardiac arrest,I46,All Ages,25.0,25.0,
04/30/2023,01/01/2020,04/29/2023,By Total,,,District of Columbia,Circulatory diseases,Cardiac arrhythmia,"I44, I45, I47-I49",0-24,0.0,0.0,
